"","Player_Names","Goals","Assists","Non.Penalty.Goals","Penalty.Kicks.Made","Penalty.Kicks.Attempted","Yellow.Cards","Red.Cards","xG","npxG","xA","npxG.xA","Goals.1","Shots.Total","Shots.on.target","Shots.on.target..","Goals.Shot","Goals.Shot.on.target","Average.Shot.Distance","Shots.from.free.kicks","Penalty.Kicks.Made.1","Penalty.Kicks.Attempted.1","xG.1","npxG.1","npxG.Sh","Goals...xG","Non.Penalty.Goals...npxG","Passes.Completed","Passes.Attempted","Pass.Completion..","Total.Passing.Distance","Progressive.Passing.Distance","Passes.Completed..Short.","Passes.Attempted..Short.","Pass.Completion....Short.","Passes.Completed..Medium.","Passes.Attempted..Medium.","Pass.Completion....Medium.","Passes.Completed..Long.","Passes.Attempted..Long.","Pass.Completion....Long.","Assists.1","xA.1","Key.Passes","Passes.into.Final.Third","Passes.into.Penalty.Area","Crosses.into.Penalty.Area","Progressive.Passes","Passes.Attempted.1","Live.ball.passes","Dead.ball.passes","Passes.from.Free.Kicks","Through.Balls","Passes.Under.Pressure","Switches","Crosses","Corner.Kicks","Inswinging.Corner.Kicks","Outswinging.Corner.Kicks","Straight.Corner.Kicks","Ground.passes","Low.Passes","High.Passes","Passes.Attempted..Left.","Passes.Attempted..Right.","Passes.Attempted..Head.","Throw.Ins.taken","Passes.Attempted..Other.","Passes.Completed.1","Passes.Offside","Passes.Out.of.Bounds","Passes.Intercepted","Passes.Blocked","Shot.Creating.Actions","SCA..PassLive.","SCA..PassDead.","SCA..Drib.","SCA..Sh.","SCA..Fld.","SCA..Def.","Goal.Creating.Actions","GCA..PassLive.","GCA..PassDead.","GCA..Drib.","GCA..Sh.","GCA..Fld.","GCA..Def.","Tackles","Tackles.Won","Tackles..Def.3rd.","Tackles..Mid.3rd.","Tackles..Att.3rd.","Dribblers.Tackled","Dribbles.Contested","X..of.dribblers.tackled","Dribbled.Past","Pressures","Successful.Pressures","Successful.Pressure..","Pressures..Def.3rd.","Pressures..Mid.3rd.","Pressures..Att.3rd.","Blocks","Shots.Blocked","Shots.Saved","Passes.Blocked.1","Interceptions","Tkl.Int","Clearances","Errors","Touches","Touches..Def.Pen.","Touches..Def.3rd.","Touches..Mid.3rd.","Touches..Att.3rd.","Touches..Att.Pen.","Touches..Live.Ball.","Dribbles.Completed","Dribbles.Attempted","Successful.Dribble..","Players.Dribbled.Past","Nutmegs","Carries","Total.Carrying.Distance","Progressive.Carrying.Distance","Progressive.Carries","Carries.into.Final.Third","Carries.into.Penalty.Area","Miscontrols","Dispossessed","Pass.Targets","Passes.Received","Passes.Received..","Progressive.Passes.Rec","Yellow.Cards.1","Red.Cards.1","Second.Yellow.Card","Fouls.Committed","Fouls.Drawn","Offsides","Crosses.1","Interceptions.1","Tackles.Won.1","Penalty.Kicks.Won","Penalty.Kicks.Conceded","Own.Goals","Ball.Recoveries","Aerials.won","Aerials.lost","X..of.Aerials.Won","Player_valuation"
"41","Ainsley Maitland-Niles","  0.00","  0.00","  0.00","  0.00","  0.00","  0.06","  0.00","  0.05","  0.05","  0.05","  0.11","  0.00","  0.71","  0.18"," 25.00","  0.00","  0.00"," 22.50","  0.00","  0.00","  0.00","  0.05","  0.05","  0.08"," -0.05"," -0.05"," 31.38"," 41.25"," 76.10","527.89","171.85"," 14.89"," 18.02"," 82.60"," 12.35"," 15.19"," 81.30","  2.95","  5.32"," 55.60","  0.00","  0.05","  0.53","  2.07","  0.83","  0.24","  3.37"," 41.25"," 37.05","  4.20","  0.35","  0.06","  6.50","  0.71","  1.65","  0.06","  0.06","  0.00","  0.00"," 26.89","  7.68","  6.68","  5.26"," 29.43","  2.19","  3.37","  0.41"," 31.38","  0.12","  0.77","  2.19","  1.65","  1.36","  1.00","  0.06","  0.00","  0.12","  0.12","  0.06","  0.12","  0.06","  0.00","  0.00","  0.00","  0.06","  0.00","  1.36","  0.95","  0.59","  0.41","  0.35","  0.30","  2.19"," 13.50","  1.89"," 20.15","  6.85"," 34.00","  6.44","  8.75","  4.96","  2.01","  0.18","  0.00","  1.83","  1.77","  3.13","  1.60","  0.00"," 53.24","  2.84"," 14.18"," 25.47"," 16.72","  2.01"," 49.11","  1.18","  2.25"," 52.60","  1.36","  0.00"," 31.32","143.30"," 75.82","  3.43","  1.12","  0.47","  1.30","  1.71"," 37.58"," 31.73"," 84.40","  2.90","  0.06","  0.00","  0.00","  1.06","  0.89","  0.06","  1.65","  1.77","  0.95","  0.06","  0.00","  0.00","  9.40","  0.71","  1.60"," 30.80",12000000
"42","Aïssa Mandi","   0.05","   0.05","   0.05","   0.00","   0.00","   0.16","   0.00","   0.11","   0.11","   0.01","   0.11","   0.05","   0.43","   0.16","  37.50","   0.13","   0.33","   9.00","   0.00","   0.00","   0.00","   0.11","   0.11","   0.25","  -0.05","  -0.05","  57.00","  60.83","  93.70","1250.90"," 400.72","  15.17","  16.07","  94.40","  30.92","  32.09","  96.40","  10.59","  11.92","  88.80","   0.05","   0.01","   0.11","   2.29","   0.11","   0.00","   2.61","  60.83","  58.60","   2.24","   2.13","   0.00","   4.95","   1.97","   0.00","   0.00","   0.00","   0.00","   0.00","  52.69","   3.46","   4.68","   6.17","  52.21","   1.44","   0.05","   0.16","  57.00","   0.00","   0.43","   0.64","   0.43","   0.21","   0.11","   0.00","   0.00","   0.05","   0.05","   0.00","   0.05","   0.00","   0.00","   0.00","   0.05","   0.00","   0.00","   1.33","   0.75","   0.80","   0.48","   0.05","   0.27","   0.53","  50.00","   0.27","   5.38","   1.97","  36.60","   3.19","   1.76","   0.43","   1.44","   0.80","   0.11","   0.64","   1.01","   2.34","   3.62","   0.05","  69.03","   9.26","  36.09","  35.02","   1.97","   0.64","  66.85","   0.05","   0.11","  50.00","   0.05","   0.00","  47.26"," 233.81"," 124.17","   2.66","   0.43","   0.00","   0.21","   0.11","  51.84","  51.25","  98.90","   0.00","   0.16","   0.00","   0.00","   0.75","   0.43","   0.05","   0.00","   1.01","   0.75","   0.00","   0.00","   0.05","   7.19","   1.92","   0.96","  66.70",6000000
"43","Aitor Ruibal","  0.06","  0.12","  0.06","  0.00","  0.00","  0.42","  0.00","  0.19","  0.19","  0.08","  0.27","  0.06","  2.14","  0.65"," 30.60","  0.03","  0.09"," 17.20","  0.00","  0.00","  0.00","  0.19","  0.19","  0.09"," -0.13"," -0.13"," 23.36"," 31.21"," 74.90","354.59","114.08"," 13.55"," 16.47"," 82.30","  7.31","  9.33"," 78.30","  1.72","  3.03"," 56.90","  0.12","  0.08","  0.77","  1.19","  1.07","  0.24","  2.68"," 31.21"," 29.60","  1.61","  0.24","  0.06","  6.60","  0.36","  1.37","  0.00","  0.00","  0.00","  0.00"," 23.78","  4.22","  3.21","  2.20"," 26.45","  0.65","  1.37","  0.18"," 23.36","  0.24","  0.95","  1.72","  1.49","  2.38","  1.66","  0.00","  0.42","  0.06","  0.18","  0.06","  0.24","  0.18","  0.00","  0.00","  0.00","  0.06","  0.00","  2.91","  1.49","  1.13","  1.13","  0.65","  1.37","  4.40"," 31.10","  3.03"," 24.55","  6.96"," 28.30","  6.48"," 11.35","  6.72","  1.49","  0.06","  0.00","  1.43","  1.25","  4.16","  0.65","  0.00"," 46.43","  0.83","  8.32"," 20.51"," 20.81","  3.57"," 44.94","  2.26","  4.28"," 52.80","  2.62","  0.06"," 33.59","132.27"," 80.43","  3.98","  0.83","  0.48","  1.96","  2.38"," 43.51"," 31.51"," 72.40","  6.78","  0.42","  0.00","  0.00","  3.03","  1.72","  0.30","  1.37","  1.25","  1.49","  0.00","  0.00","  0.00","  6.42","  0.42","  1.49"," 21.90",3000000
"44","Ajdin Hrustic","   0.33","   0.00","   0.33","   0.00","   0.00","   0.33","   0.00","   0.09","   0.09","   0.08","   0.18","   0.33","   2.63","   0.99","  37.50","   0.13","   0.33","  23.70","   0.00","   0.00","   0.00","   0.09","   0.09","   0.03","   0.24","   0.24","  52.84","  64.24","  82.30","1001.62"," 306.07","  22.25","  24.88","  89.40","  21.92","  23.90","  91.70","   7.78","  12.39","  62.80","   0.00","   0.08","   0.99","   4.28","   1.21","   0.33","   4.93","  64.24","  60.07","   4.17","   1.21","   0.22","   8.33","   2.19","   1.10","   2.41","   0.77","   1.10","   0.22","  50.10","   6.36","   7.78","  54.37","   7.34","   1.53","   0.33","   0.11","  52.84","   0.11","   0.88","   2.30","   2.52","   2.30","   1.32","   0.55","   0.00","   0.33","   0.11","   0.00","   0.22","   0.11","   0.00","   0.00","   0.11","   0.00","   0.00","   1.64","   1.43","   0.33","   0.88","   0.44","   0.33","   1.75","  18.80","   1.43","  19.07","   5.92","  31.00","   4.82","  10.41","   3.84","   1.97","   0.11","   0.00","   1.86","   1.21","   2.85","   0.77","   0.00","  77.39","   1.97","  16.11","  47.25","  20.28","   1.64","  73.34","   0.77","   0.99","  77.80","   0.88","   0.11","  54.92"," 246.10"," 121.13","   5.15","   2.41","   0.00","   1.10","   1.97","  59.85","  54.59","  91.20","   2.85","   0.33","   0.00","   0.00","   1.75","   1.10","   0.00","   1.10","   1.21","   1.43","   0.00","   0.00","   0.00","  11.18","   0.77","   1.53","  33.30",3000000
"45","Akim Zedadka","  0.00","  0.12","  0.00","  0.00","  0.00","  0.12","  0.00","  0.03","  0.03","  0.05","  0.08","  0.00","  0.81","  0.15"," 19.00","  0.00","  0.00"," 24.00","  0.00","  0.00","  0.00","  0.03","  0.03","  0.03"," -0.03"," -0.03"," 45.77"," 56.95"," 80.40","759.39","272.51"," 24.05"," 27.37"," 87.90"," 17.24"," 21.34"," 80.80","  3.60","  6.11"," 58.90","  0.12","  0.05","  0.85","  2.16","  1.35","  0.85","  3.21"," 56.95"," 44.92"," 12.02","  1.24","  0.00","  6.42","  1.04","  2.36","  0.00","  0.00","  0.00","  0.00"," 34.60"," 12.14"," 10.21","  5.45"," 38.51","  1.66"," 10.79","  0.04"," 45.77","  0.15","  0.66","  2.67","  1.66","  1.89","  1.55","  0.00","  0.19","  0.08","  0.08","  0.00","  0.23","  0.23","  0.00","  0.00","  0.00","  0.00","  0.00","  2.24","  1.20","  1.04","  0.93","  0.27","  1.08","  1.86"," 58.30","  0.77"," 11.37","  4.18"," 36.70","  4.29","  5.06","  2.01","  1.43","  0.23","  0.00","  1.20","  2.67","  4.91","  1.20","  0.00"," 69.70","  3.36"," 21.15"," 33.25"," 20.84","  1.12"," 58.30","  1.08","  2.28"," 47.50","  1.24","  0.08"," 43.96","235.59","135.08","  4.99","  1.93","  0.27","  1.43","  1.59"," 44.50"," 40.24"," 90.40","  2.36","  0.12","  0.00","  0.00","  0.81","  2.59","  0.08","  2.36","  2.67","  1.20","  0.00","  0.00","  0.00","  8.81","  0.89","  0.97"," 47.90",2200000
"46","Alassane Pléa","  0.30","  0.17","  0.30","  0.00","  0.00","  0.09","  0.00","  0.28","  0.28","  0.33","  0.61","  0.30","  3.03","  1.17"," 38.60","  0.10","  0.26"," 17.70","  0.00","  0.00","  0.00","  0.28","  0.28","  0.09","  0.03","  0.03"," 26.32"," 34.68"," 75.90","470.87","118.44"," 12.90"," 15.58"," 82.80","  8.79"," 11.34"," 77.50","  3.81","  5.06"," 75.20","  0.17","  0.33","  2.29","  2.94","  1.95","  0.26","  3.94"," 34.68"," 33.07","  1.60","  0.09","  0.56","  9.48","  1.00","  1.17","  0.04","  0.04","  0.00","  0.00"," 25.28","  5.28","  4.11","  4.20"," 28.27","  0.56","  0.13","  0.65"," 26.32","  0.09","  0.43","  2.47","  1.43","  4.42","  3.59","  0.04","  0.17","  0.22","  0.26","  0.13","  0.30","  0.30","  0.00","  0.00","  0.00","  0.00","  0.00","  1.08","  0.69","  0.22","  0.65","  0.22","  0.43","  1.17"," 37.00","  0.74"," 15.76","  4.76"," 30.20","  1.26","  7.40","  7.10","  0.48","  0.04","  0.00","  0.43","  0.52","  1.60","  0.52","  0.00"," 46.80","  0.69","  3.12"," 23.98"," 22.38","  4.63"," 45.28","  1.43","  2.51"," 56.90","  1.56","  0.00"," 34.85","164.98"," 98.70","  6.19","  1.56","  1.13","  2.55","  1.82"," 50.74"," 36.58"," 72.10","  9.83","  0.09","  0.00","  0.00","  1.17","  1.52","  0.78","  1.17","  0.52","  0.69","  0.00","  0.00","  0.00","  5.41","  1.17","  1.52"," 43.50",15000000
"47","Albert Sambi Lokonga","  0.00","  0.00","  0.00","  0.00","  0.00","  0.40","  0.00","  0.05","  0.05","  0.06","  0.11","  0.00","  1.58","  0.59"," 37.50","  0.00","  0.00"," 25.80","  0.00","  0.00","  0.00","  0.05","  0.05","  0.03"," -0.05"," -0.05"," 53.07"," 59.51"," 89.20","966.44","220.20"," 23.27"," 25.25"," 92.20"," 21.88"," 23.66"," 92.50","  6.73","  9.11"," 73.90","  0.00","  0.06","  1.29","  4.85","  1.39","  0.10","  4.36"," 59.51"," 57.23","  2.28","  2.08","  0.10","  9.80","  1.49","  0.30","  0.00","  0.00","  0.00","  0.00"," 47.43","  4.75","  7.33"," 11.09"," 44.65","  2.08","  0.10","  0.10"," 53.07","  0.00","  0.59","  1.19","  0.50","  2.18","  2.18","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.88","  1.19","  0.79","  0.99","  0.10","  0.69","  1.19"," 58.30","  0.50"," 11.29","  3.56"," 31.60","  3.76","  5.54","  1.98","  1.68","  0.79","  0.00","  0.89","  1.88","  3.76","  1.09","  0.20"," 69.41","  2.77"," 19.01"," 39.90"," 14.55","  0.20"," 67.72","  0.30","  0.40"," 75.00","  0.30","  0.00"," 47.03","285.54","158.71","  6.53","  1.19","  0.00","  0.89","  0.50"," 51.98"," 50.20"," 96.60","  0.89","  0.40","  0.00","  0.00","  1.29","  1.29","  0.00","  0.30","  1.88","  1.19","  0.00","  0.00","  0.00","  9.80","  1.49","  1.88"," 44.10",16000000
"48","Alberth Elis","  0.70","  0.08","  0.70","  0.00","  0.00","  0.15","  0.00","  0.36","  0.36","  0.12","  0.48","  0.70","  1.93","  0.85"," 44.00","  0.36","  0.82"," 14.10","  0.00","  0.00","  0.00","  0.36","  0.36","  0.19","  0.33","  0.33"," 13.69"," 21.34"," 64.10","206.68"," 68.58","  7.42"," 10.21"," 72.70","  4.41","  6.57"," 67.10","  1.08","  1.78"," 60.90","  0.08","  0.12","  1.16","  1.24","  0.77","  0.31","  1.70"," 21.34"," 19.87","  1.47","  0.00","  0.00","  6.80","  0.39","  2.01","  0.00","  0.00","  0.00","  0.00"," 13.84","  4.25","  3.25","  0.77"," 17.55","  0.85","  0.39","  0.23"," 13.69","  0.00","  0.46","  1.62","  1.78","  2.32","  1.78","  0.00","  0.08","  0.08","  0.31","  0.08","  0.15","  0.15","  0.00","  0.00","  0.00","  0.00","  0.00","  1.47","  0.93","  0.46","  0.54","  0.46","  0.62","  1.55"," 40.00","  0.93"," 18.71","  5.03"," 26.90","  4.48","  7.81","  6.42","  1.01","  0.00","  0.00","  1.01","  1.01","  2.47","  0.54","  0.00"," 36.34","  0.85","  5.10"," 16.47"," 17.86","  5.34"," 34.87","  1.39","  3.17"," 43.90","  1.55","  0.00"," 24.28","147.91"," 99.20","  4.56","  1.62","  1.31","  3.09","  2.63"," 39.36"," 25.44"," 64.60","  7.19","  0.15","  0.00","  0.00","  1.55","  1.39","  0.62","  2.01","  1.01","  0.93","  0.00","  0.00","  0.00","  4.25","  1.86","  3.09"," 37.50",6000000
"49","Alberto Grassi","  0.00","  0.05","  0.00","  0.00","  0.00","  0.26","  0.00","  0.05","  0.05","  0.05","  0.10","  0.00","  1.10","  0.16"," 14.30","  0.00","  0.00"," 16.70","  0.05","  0.00","  0.00","  0.05","  0.05","  0.05"," -0.05"," -0.05"," 32.57"," 39.53"," 82.40","599.11","121.10"," 14.24"," 16.39"," 86.90"," 13.98"," 16.28"," 85.90","  3.87","  5.65"," 68.50","  0.05","  0.05","  0.42","  2.51","  0.21","  0.05","  2.20"," 39.53"," 37.43","  2.09","  2.04","  0.00","  6.54","  0.73","  0.16","  0.00","  0.00","  0.00","  0.00"," 28.90","  3.98","  6.65","  5.65"," 29.74","  2.36","  0.05","  0.26"," 32.57","  0.10","  0.68","  0.94","  0.58","  1.26","  0.79","  0.10","  0.05","  0.21","  0.10","  0.00","  0.10","  0.05","  0.00","  0.00","  0.05","  0.00","  0.00","  1.83","  0.84","  0.73","  0.94","  0.16","  0.47","  1.57"," 30.00","  1.10"," 14.50","  3.66"," 25.30","  5.13","  7.07","  2.30","  1.62","  0.42","  0.00","  1.20","  2.36","  4.19","  1.36","  0.00"," 51.52","  3.56"," 14.71"," 31.99","  8.12","  1.52"," 50.00","  0.58","  0.94"," 61.10","  0.63","  0.00"," 32.20","167.12"," 65.18","  2.46","  0.99","  0.16","  1.10","  0.84"," 34.24"," 30.68"," 89.60","  1.31","  0.26","  0.00","  0.00","  1.73","  3.09","  0.05","  0.16","  2.36","  0.84","  0.00","  0.00","  0.00"," 10.16","  1.94","  1.05"," 64.90",2500000
"50","Alberto Moreno","  0.21","  0.10","  0.21","  0.00","  0.00","  0.26","  0.00","  0.20","  0.20","  0.14","  0.34","  0.21","  1.52","  0.63"," 41.40","  0.14","  0.33"," 16.80","  0.10","  0.00","  0.00","  0.20","  0.20","  0.13","  0.01","  0.01"," 37.03"," 45.84"," 80.80","651.14","169.56"," 17.26"," 19.62"," 88.00"," 15.31"," 17.73"," 86.40","  3.88","  6.71"," 57.80","  0.10","  0.14","  1.26","  2.10","  1.36","  0.42","  2.78"," 45.84"," 41.28","  4.56","  1.21","  0.00","  6.40","  0.89","  1.94","  0.52","  0.31","  0.00","  0.00"," 33.04","  6.56","  6.24"," 39.34","  1.63","  1.26","  2.83","  0.31"," 37.03","  0.42","  0.73","  1.57","  1.42","  2.78","  2.05","  0.26","  0.10","  0.26","  0.10","  0.00","  0.21","  0.05","  0.10","  0.00","  0.05","  0.00","  0.00","  1.21","  0.79","  0.73","  0.42","  0.05","  0.47","  1.57"," 30.00","  1.10"," 14.00","  3.72"," 26.60","  5.56","  5.14","  3.30","  1.31","  0.21","  0.00","  1.10","  2.41","  3.62","  0.94","  0.05"," 57.17","  1.94"," 11.85"," 26.22"," 23.44","  2.83"," 52.55","  0.79","  1.36"," 57.70","  1.00","  0.21"," 39.13","203.13","120.37","  5.77","  2.47","  0.31","  1.68","  1.05"," 48.09"," 39.44"," 82.00","  5.09","  0.26","  0.00","  0.00","  1.84","  1.47","  0.26","  1.94","  2.41","  0.79","  0.00","  0.10","  0.00","  6.03","  0.52","  1.31"," 28.60",5000000
"51","Alberto Perea","  0.08","  0.15","  0.08","  0.00","  0.00","  0.15","  0.00","  0.09","  0.09","  0.09","  0.18","  0.08","  1.74","  0.30"," 17.40","  0.04","  0.25"," 21.10","  0.08","  0.00","  0.00","  0.09","  0.09","  0.05"," -0.02"," -0.02"," 27.48"," 37.54"," 73.20","469.53","169.55"," 14.99"," 16.73"," 89.60","  9.23"," 12.26"," 75.30","  2.88","  6.59"," 43.70","  0.15","  0.09","  1.21","  2.50","  1.29","  0.61","  4.62"," 37.54"," 34.67","  2.88","  0.68","  0.08","  6.51","  1.21","  3.86","  0.83","  0.61","  0.08","  0.08"," 24.37","  5.45","  7.72","  5.83"," 29.44","  0.76","  1.36","  0.00"," 27.48","  0.00","  0.76","  1.29","  1.44","  3.03","  1.97","  0.38","  0.23","  0.08","  0.23","  0.15","  0.45","  0.38","  0.08","  0.00","  0.00","  0.00","  0.00","  1.36","  1.06","  0.61","  0.38","  0.38","  0.38","  1.59"," 23.80","  1.21"," 17.18","  5.45"," 31.70","  5.53","  7.72","  3.94","  1.67","  0.15","  0.00","  1.51","  1.89","  3.25","  0.38","  0.08"," 52.68","  1.14","  7.65"," 25.96"," 24.00","  1.82"," 50.03","  3.48","  5.60"," 62.20","  3.71","  1.14"," 42.39","224.58","128.98","  7.49","  1.97","  0.68","  2.12","  2.57"," 44.36"," 36.41"," 82.10","  2.80","  0.15","  0.00","  0.00","  0.91","  2.20","  0.08","  3.86","  1.89","  1.06","  0.00","  0.00","  0.00","  7.04","  0.23","  1.21"," 15.80",1000000
"52","Alberto Soro","  0.00","  0.00","  0.00","  0.00","  0.00","  0.13","  0.00","  0.08","  0.08","  0.09","  0.18","  0.00","  0.81","  0.40"," 50.00","  0.00","  0.00"," 14.40","  0.00","  0.00","  0.00","  0.08","  0.08","  0.09"," -0.08"," -0.08"," 19.81"," 26.68"," 74.20","312.04"," 72.22"," 10.78"," 12.93"," 83.30","  6.87","  8.49"," 81.00","  1.62","  3.50"," 46.20","  0.00","  0.09","  1.21","  1.48","  0.81","  0.00","  1.62"," 26.68"," 25.19","  1.48","  0.40","  0.13","  7.14","  0.67","  0.94","  0.40","  0.00","  0.40","  0.00"," 19.13","  3.64","  3.91"," 20.48","  4.18","  0.94","  0.00","  0.00"," 19.81","  0.00","  0.54","  1.35","  1.35","  2.02","  1.21","  0.13","  0.13","  0.27","  0.13","  0.13","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.16","  1.75","  0.54","  0.94","  0.67","  0.40","  0.81"," 50.00","  0.40"," 21.83","  8.22"," 37.70","  6.74"," 10.51","  4.58","  2.96","  0.27","  0.13","  2.69","  1.08","  3.23","  0.81","  0.00"," 38.67","  0.54","  7.81"," 16.30"," 16.57","  2.96"," 37.19","  0.67","  1.08"," 62.50","  0.81","  0.00"," 25.87","130.96"," 74.64","  4.18","  0.94","  0.40","  1.48","  2.43"," 36.51"," 24.52"," 67.20","  4.85","  0.13","  0.00","  0.00","  1.08","  1.21","  0.27","  0.94","  1.08","  1.75","  0.00","  0.00","  0.00","  5.12","  1.08","  2.96"," 26.70",2500000
"53","Albin Ekdal","  0.05","  0.00","  0.05","  0.00","  0.00","  0.50","  0.05","  0.03","  0.03","  0.01","  0.05","  0.05","  0.64","  0.09"," 14.30","  0.07","  0.50"," 14.00","  0.00","  0.00","  0.00","  0.03","  0.03","  0.05","  0.01","  0.01"," 34.43"," 41.48"," 83.00","612.58","157.40"," 15.64"," 17.69"," 88.40"," 14.69"," 17.24"," 85.20","  3.73","  5.41"," 68.90","  0.00","  0.01","  0.32","  2.82","  0.45","  0.00","  3.96"," 41.48"," 38.66","  2.82","  2.73","  0.00","  6.23","  0.77","  0.05","  0.00","  0.00","  0.00","  0.00"," 29.15","  5.73","  6.59","  5.14"," 32.88","  2.36","  0.09","  0.14"," 34.43","  0.18","  0.50","  1.09","  0.77","  1.09","  0.86","  0.00","  0.05","  0.00","  0.09","  0.09","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  2.32","  1.55","  0.82","  1.23","  0.27","  1.05","  2.77"," 37.70","  1.73"," 20.24","  5.64"," 27.90","  7.00"," 10.46","  2.77","  2.09","  0.41","  0.00","  1.68","  1.59","  3.91","  1.68","  0.00"," 51.84","  2.96"," 15.69"," 31.15","  8.19","  1.14"," 49.71","  0.82","  1.05"," 78.30","  0.86","  0.09"," 30.20","152.12"," 74.31","  2.64","  0.73","  0.05","  0.50","  0.82"," 33.11"," 30.33"," 91.60","  1.27","  0.50","  0.05","  0.05","  2.23","  2.27","  0.00","  0.05","  1.59","  1.55","  0.00","  0.00","  0.00"," 10.28","  1.23","  1.05"," 54.00",2000000
"54","Aleix Vidal","  0.12","  0.00","  0.12","  0.00","  0.00","  0.37","  0.00","  0.04","  0.04","  0.07","  0.12","  0.12","  0.25","  0.12"," 50.00","  0.50","  1.00"," 17.70","  0.00","  0.00","  0.00","  0.04","  0.04","  0.18","  0.08","  0.08"," 42.61"," 52.73"," 80.80","789.44","294.78"," 17.33"," 19.57"," 88.60"," 19.69"," 22.24"," 88.50","  4.78","  8.39"," 57.00","  0.00","  0.07","  0.93","  2.30","  1.30","  0.56","  3.91"," 52.73"," 43.98","  8.76","  1.55","  0.00","  5.84","  1.68","  1.49","  0.19","  0.12","  0.00","  0.00"," 33.60"," 10.87","  8.26","  3.98"," 39.38","  1.80","  7.02","  0.19"," 42.61","  0.12","  0.75","  1.55","  2.11","  2.24","  1.68","  0.25","  0.06","  0.00","  0.19","  0.06","  0.25","  0.19","  0.00","  0.06","  0.00","  0.00","  0.00","  1.55","  1.12","  1.06","  0.25","  0.25","  0.68","  1.86"," 36.70","  1.18","  9.88","  3.11"," 31.40","  5.09","  3.04","  1.74","  1.86","  0.19","  0.00","  1.68","  2.11","  3.66","  1.30","  0.06"," 62.86","  2.92"," 19.38"," 27.39"," 20.93","  0.81"," 54.60","  0.50","  1.49"," 33.30","  0.56","  0.12"," 36.71","177.33"," 98.76","  3.85","  2.17","  0.19","  1.24","  1.30"," 42.80"," 38.07"," 89.00","  2.80","  0.37","  0.00","  0.00","  0.99","  1.43","  0.06","  1.49","  2.11","  1.12","  0.00","  0.06","  0.00","  8.88","  0.68","  0.87"," 44.00",2000000
"55","Alejandro Pozo Pozo","  0.00","  0.00","  0.00","  0.00","  0.00","  0.29","  0.00","  0.03","  0.03","  0.03","  0.06","  0.00","  0.88","  0.15"," 16.70","  0.00","  0.00"," 22.30","  0.00","  0.00","  0.00","  0.03","  0.03","  0.03"," -0.03"," -0.03"," 41.72"," 53.68"," 77.70","748.74","270.44"," 19.69"," 21.15"," 93.10"," 17.21"," 20.86"," 82.50","  4.23"," 10.06"," 42.00","  0.00","  0.03","  0.15","  3.65","  1.17","  0.58","  2.63"," 53.68"," 45.07","  8.61","  0.58","  0.00","  5.54","  1.90","  3.06","  0.00","  0.00","  0.00","  0.00"," 30.34"," 12.11"," 11.23","  4.23"," 38.95","  1.75","  8.02","  0.15"," 41.72","  0.15","  0.88","  0.73","  1.31","  1.02","  0.44","  0.00","  0.29","  0.00","  0.15","  0.15","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  0.00","  1.17","  0.73","  0.58","  0.44","  0.15","  0.44","  1.31"," 33.30","  0.88"," 11.96","  3.79"," 31.70","  4.23","  3.94","  3.79","  1.90","  0.00","  0.00","  1.90","  1.17","  2.33","  2.04","  0.15"," 63.31","  1.31"," 13.57"," 33.40"," 20.13","  0.88"," 54.85","  0.88","  1.75"," 50.00","  1.02","  0.15"," 40.84","163.52"," 98.02","  5.54","  1.75","  0.58","  1.17","  0.73"," 45.80"," 40.84"," 89.20","  2.04","  0.29","  0.00","  0.00","  0.73","  1.02","  0.00","  3.06","  1.17","  0.73","  0.00","  0.00","  0.00","  6.56","  0.73","  0.73"," 50.00",4000000
